INV,INVOICE,C/CODE,CUSTOMER  NAME,CUSTOMER ADDRESS,ITEM,ITEMS NAME,CTN RATE,QUANTITY,,T/O,NET VALUE
1745,05-Apr-22,8898,SS SUPER STORE,COL SHER KHAN MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1745,05-Apr-22,8898,SS SUPER STORE,COL SHER KHAN MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1746,05-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1746,05-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000
1747,05-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1747,05-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1748,05-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900
1748,05-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800
1749,06-Apr-22,2046,TAJAMUL G/S,University Town,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1749,06-Apr-22,2046,TAJAMUL G/S,University Town,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1749,06-Apr-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1750,06-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,23725,0,10,177,3473
1750,06-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,26650,0,10,205,3895
1750,06-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,10,217,4133
1750,06-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,28000,0,10,175,3325
1751,06-Apr-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500
1751,06-Apr-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090
1752,06-Apr-22,9953,SULTAN & BROTHER,MARDAN,1760,DEEN'S MOZARELLA 200GM,26650,0,2,41,779
1752,06-Apr-22,9953,SULTAN & BROTHER,MARDAN,1761,DEEN'S MOZARELLA 400GM,27540,0,2,76,1454
1752,06-Apr-22,9953,SULTAN & BROTHER,MARDAN,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,43,827
1752,06-Apr-22,9953,SULTAN & BROTHER,MARDAN,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,35,665
1752,06-Apr-22,9953,SULTAN & BROTHER,MARDAN,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960
1753,06-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1753,06-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1754,06-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1754,06-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1755,06-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900
1755,06-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800
1756,07-Apr-22,2352,SADEEQ GENERAL STORE,JAMAL UD DIN MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1757,07-Apr-22,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1758,07-Apr-22,8948,SHAMA G/S,HAYATABAD,1758,DEEN'S CHEDDAR 200GM,23725,0,4,0,1460
1758,07-Apr-22,8948,SHAMA G/S,HAYATABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,33,0,13530
1758,07-Apr-22,8948,SHAMA G/S,HAYATABAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1759,07-Apr-22,2007,FAISAL STORE,Yousaf Zai Market,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1759,07-Apr-22,2007,FAISAL STORE,Yousaf Zai Market,1760,DEEN'S MOZARELLA 200GM,26650,0,3,165,1065
1759,07-Apr-22,2007,FAISAL STORE,Yousaf Zai Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1760,07-Apr-22,9266,CONTINANTAL,,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1761,07-Apr-22,2009,HIDAYAT G/S,Rohela Market,1758,DEEN'S CHEDDAR 200GM,23725,0,1,0,365
1761,07-Apr-22,2009,HIDAYAT G/S,Rohela Market,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1762,07-Apr-22,2323,AZIZ TD,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500
1762,07-Apr-22,2323,AZIZ TD,SITARA MARKET,1772,DEEN SLICE CHEESE 1 KG,15840,0,6,180,5760
1763,07-Apr-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1763,07-Apr-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1763,07-Apr-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1764,07-Apr-22,2027,INSAF SUPER STORE,PDA,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1764,07-Apr-22,2027,INSAF SUPER STORE,PDA,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640
1764,07-Apr-22,2027,INSAF SUPER STORE,PDA,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1765,07-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1765,07-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1766,07-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900
1766,07-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800
1767,07-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1767,07-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000
1767,07-Apr-22,9024,AL MAIDA 2,PHASE 4,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960
1768,07-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1768,07-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
1769,08-Apr-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1758,DEEN'S CHEDDAR 200GM,23725,0,12,0,4380
1769,08-Apr-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,26650,0,12,0,4920
1769,08-Apr-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1763,DEEN'S SLICE CHEESE 200GM,28000,0,12,0,4200
1770,08-Apr-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730
1770,08-Apr-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1770,08-Apr-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870
1770,08-Apr-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1771,08-Apr-22,2190,RAFAY FAMILY MART,swati phattak,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730
1771,08-Apr-22,2190,RAFAY FAMILY MART,swati phattak,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1771,08-Apr-22,2190,RAFAY FAMILY MART,swati phattak,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870
1771,08-Apr-22,2190,RAFAY FAMILY MART,swati phattak,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700
1772,08-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900
1772,08-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800
1773,08-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1773,08-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000
1774,08-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1774,08-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
1775,08-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1775,08-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1776,09-Apr-22,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1776,09-Apr-22,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1777,09-Apr-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,23725,0,1,0,365
1777,09-Apr-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1777,09-Apr-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435
1777,09-Apr-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,28000,0,1,0,350
1778,09-Apr-22,3467,IQRA SWEET & BAKERS,CAMPUS,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1779,09-Apr-22,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1758,DEEN'S CHEDDAR 200GM,23725,0,4,0,1460
1779,09-Apr-22,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640
1780,09-Apr-22,6472,JAN BAKER'S,SADAR,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730
1780,09-Apr-22,6472,JAN BAKER'S,SADAR,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1780,09-Apr-22,6472,JAN BAKER'S,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1781,09-Apr-22,2077,USAMA STORE,Gul Bahar,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1781,09-Apr-22,2077,USAMA STORE,Gul Bahar,1760,DEEN'S MOZARELLA 200GM,26650,0,6,232,2228
1782,09-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,23725,0,5,91,1734
1782,09-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,26650,0,5,102,1948
1782,09-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1772,DEEN SLICE CHEESE 1 KG,15840,0,6,297,5643
1783,09-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,560,5800
1783,09-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,872,7600
1784,09-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1784,09-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1785,11-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,23725,0,10,0,3650
1785,11-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,26650,0,10,0,4100
1785,11-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,10,780,3570
1785,11-Apr-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,28000,0,10,0,3500
1786,11-Apr-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,12,246,4674
1787,11-Apr-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1788,11-Apr-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,10,123,3977
1788,11-Apr-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1761,DEEN'S MOZARELLA 400GM,27540,0,2,45,1485
1788,11-Apr-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,60,1920
1789,11-Apr-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1790,11-Apr-22,2019,MANSOOR G/S,Defence Market,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1790,11-Apr-22,2019,MANSOOR G/S,Defence Market,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1790,11-Apr-22,2019,MANSOOR G/S,Defence Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1790,11-Apr-22,2019,MANSOOR G/S,Defence Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1791,11-Apr-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1791,11-Apr-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1792,11-Apr-22,2050,MADINA G/S,Tehkal,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1792,11-Apr-22,2050,MADINA G/S,Tehkal,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700
1792,11-Apr-22,2050,MADINA G/S,Tehkal,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1793,11-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1793,11-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1794,11-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1794,11-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
1795,12-Apr-22,2117,SHAH SUPER STORE,ZAHID MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,8,0,3480
1795,12-Apr-22,2117,SHAH SUPER STORE,ZAHID MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,8,0,2800
1796,12-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1796,12-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1797,12-Apr-22,2148,FRIENDS SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870
1797,12-Apr-22,2148,FRIENDS SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1798,12-Apr-22,2206,INSAF SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1799,12-Apr-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1799,12-Apr-22,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,6,0,2610
1799,12-Apr-22,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,12,0,4200
1800,12-Apr-22,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1801,12-Apr-22,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700
1802,12-Apr-22,2014,LALAZAR G/S,Bangash Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1803,12-Apr-22,8898,SS SUPER STORE,COL SHER KHAN MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,4,0,1400
1804,12-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1804,12-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000
1805,12-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1805,12-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1806,12-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900
1806,12-Apr-22,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800
1807,13-Apr-22,3449,JAN'S DAILY,TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,5,0,4500,75000
1808,14-Apr-22,2117,SHAH SUPER STORE,ZAHID MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1808,14-Apr-22,2117,SHAH SUPER STORE,ZAHID MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1809,14-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1809,14-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1809,14-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1809,14-Apr-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1810,14-Apr-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1810,14-Apr-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,26650,0,6,250,2210
1810,14-Apr-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,1,0,350
1811,14-Apr-22,2148,FRIENDS SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1812,14-Apr-22,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1813,14-Apr-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1814,14-Apr-22,9306,DIL PASAND,BANGHASH MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,4,0,1460
1814,14-Apr-22,9306,DIL PASAND,BANGHASH MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640
1814,14-Apr-22,9306,DIL PASAND,BANGHASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,4,0,1740
1815,14-Apr-22,2014,LALAZAR G/S,Bangash Market,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1816,14-Apr-22,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1817,14-Apr-22,2110,ATTIQ MEDICOS,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640
1817,14-Apr-22,2110,ATTIQ MEDICOS,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,4,0,1400
1818,14-Apr-22,8948,SHAMA G/S,HAYATABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1818,14-Apr-22,8948,SHAMA G/S,HAYATABAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,4,0,1740
1819,14-Apr-22,2007,FAISAL STORE,Yousaf Zai Market,1758,DEEN'S CHEDDAR 200GM,23725,0,6,65,2125
1819,14-Apr-22,2007,FAISAL STORE,Yousaf Zai Market,1760,DEEN'S MOZARELLA 200GM,26650,0,6,73,2387
1820,14-Apr-22,9266,CONTINANTAL,,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730
1820,14-Apr-22,9266,CONTINANTAL,,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820
1821,14-Apr-22,2009,HIDAYAT G/S,Rohela Market,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730
1821,14-Apr-22,2009,HIDAYAT G/S,Rohela Market,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640
1821,14-Apr-22,2009,HIDAYAT G/S,Rohela Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700
1822,14-Apr-22,2027,INSAF SUPER STORE,PDA,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1822,14-Apr-22,2027,INSAF SUPER STORE,PDA,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1822,14-Apr-22,2027,INSAF SUPER STORE,PDA,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1823,14-Apr-22,2034,ALYANZ SUPER STORE,Askari 6,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190
1823,14-Apr-22,2034,ALYANZ SUPER STORE,Askari 6,1760,DEEN'S MOZARELLA 200GM,26650,0,6,280,2180
1823,14-Apr-22,2034,ALYANZ SUPER STORE,Askari 6,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,6,0,2610
1823,14-Apr-22,2034,ALYANZ SUPER STORE,Askari 6,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1824,14-Apr-22,2046,TAJAMUL G/S,University Town,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460
1824,14-Apr-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1824,14-Apr-22,2046,TAJAMUL G/S,University Town,1772,DEEN SLICE CHEESE 1 KG,15840,0,3,90,2880
1825,14-Apr-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,23725,0,4,0,1460
1825,14-Apr-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1825,14-Apr-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100
1826,14-Apr-22,2380,NOOR BAKER'S,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1826,14-Apr-22,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,4,0,1400
1827,14-Apr-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1758,DEEN'S CHEDDAR 200GM,23725,0,18,328,6242
1828,14-Apr-22,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
1828,14-Apr-22,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000
1829,14-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1829,14-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000
1830,14-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
1830,14-Apr-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
1831,14-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,360,6000
1831,14-Apr-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,472,8000
1832,15-Apr-22,8931,4 SEASON,SADAR,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095
1832,15-Apr-22,8931,4 SEASON,SADAR,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230
1832,15-Apr-22,8931,4 SEASON,SADAR,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305
1832,15-Apr-22,8931,4 SEASON,SADAR,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050
1832,15-Apr-22,8931,4 SEASON,SADAR,1761,DEEN'S MOZARELLA 400GM,27540,0,2,0,1530
