No,Date,C/code,Customer_name,Customer_address,Item_code,Product_name,Orignal_price,CTN,PCS,Total_discount,Discount_price,PCS_in_CTN,Price_per_PCS,Discount_per_piece,Month,Price Range,Has_Discount
1442,2022-03-05,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296,80,324.0,0.0,3,Low,0
1443,2022-03-05,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,22165,0,3,0,1023,72,307.84722222222223,0.0,3,Low,0
1443,2022-03-05,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137,72,342.15277777777777,0.0,3,Low,0
1443,2022-03-05,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221,72,367.43055555555554,0.0,3,Low,0
1443,2022-03-05,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972,80,324.0,0.0,3,Low,0
1444,2022-03-05,3467,IQRA SWEET & BAKERS,CAMPUS,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682,72,307.84722222222223,0.0,3,Low,0
1444,2022-03-05,3467,IQRA SWEET & BAKERS,CAMPUS,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758,72,342.15277777777777,0.0,3,Low,0
1444,2022-03-05,3467,IQRA SWEET & BAKERS,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648,80,324.0,0.0,3,Low,0
1445,2022-03-05,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,6,540,9000,10,1590.0,90.0,3,Low,1
1445,2022-03-05,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,6,708,12000,10,2118.0,118.0,3,Low,1
1446,2022-03-05,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,360,6000,10,1590.0,90.0,3,Low,1
1446,2022-03-05,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,352,8120,10,2118.0,88.0,3,Low,1
1447,2022-03-05,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,360,6000,10,1590.0,90.0,3,Low,1
1447,2022-03-05,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,472,8000,10,2118.0,118.0,3,Low,1
1448,2022-03-05,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,560,5800,10,1590.0,140.0,3,Low,1
1448,2022-03-05,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,872,7600,10,2118.0,218.0,3,Low,1
1449,2022-03-05,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,5,450,7500,10,1590.0,90.0,3,Low,1
1449,2022-03-05,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,5,590,10000,10,2118.0,118.0,3,Low,1
1450,2022-03-05,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,0,1980,16,990.0,0.0,3,Low,0
1451,2022-03-07,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,3,51,972,72,307.84722222222223,17.0,3,Low,1
1451,2022-03-07,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,3,56,1081,72,342.15277777777777,18.666666666666668,3,Low,1
1451,2022-03-07,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,61,1160,72,367.43055555555554,20.333333333333332,3,Low,1
1451,2022-03-07,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,97,1847,80,324.0,16.166666666666668,3,Low,1
1452,2022-03-07,9919,H F C,NOWSHEHRA,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,0,990,16,990.0,0.0,3,Low,0
1453,2022-03-07,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1453,2022-03-07,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682,72,307.84722222222223,0.0,3,Low,0
1453,2022-03-07,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648,80,324.0,0.0,3,Low,0
1454,2022-03-07,2391,SEVEN SUPER STORE,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137,72,342.15277777777777,0.0,3,Low,0
1454,2022-03-07,2391,SEVEN SUPER STORE,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221,72,367.43055555555554,0.0,3,Low,0
1455,2022-03-07,9927,RIYAN GENERAL STORE,DEFENCE,1758,DEEN'S CHEDDAR 200GM,22165,0,1,0,341,72,307.84722222222223,0.0,3,Low,0
1455,2022-03-07,9927,RIYAN GENERAL STORE,DEFENCE,1760,DEEN'S MOZARELLA 200GM,24635,0,1,0,379,72,342.15277777777777,0.0,3,Low,0
1455,2022-03-07,9927,RIYAN GENERAL STORE,DEFENCE,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407,72,367.43055555555554,0.0,3,Low,0
1455,2022-03-07,9927,RIYAN GENERAL STORE,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,25920,0,1,0,324,80,324.0,0.0,3,Low,0
1456,2022-03-07,8939,HILAL FOOD,SADAR,1772,DEEN SLICE CHEESE 1 KG,15840,0,3,90,2880,16,990.0,30.0,3,Low,1
1457,2022-03-07,2050,MADINA G/S,Tehkal,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,360,6000,10,1590.0,90.0,3,Low,1
1458,2022-03-07,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1458,2022-03-07,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,354,6000,10,2118.0,118.0,3,Low,1
1459,2022-03-07,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1459,2022-03-07,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,354,6000,10,2118.0,118.0,3,Low,1
1460,2022-03-07,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1460,2022-03-07,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030,10,2118.0,88.0,3,Low,1
1461,2022-03-07,2313,YOUNAS GENERAL STORE,GUL BERG 2,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,1,10,900,15000,10,1590.0,90.0,3,Low,1
1461,2022-03-07,2313,YOUNAS GENERAL STORE,GUL BERG 2,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,1,10,1180,20000,10,2118.0,118.0,3,Low,1
1461,2022-03-07,2313,YOUNAS GENERAL STORE,GUL BERG 2,1772,DEEN SLICE CHEESE 1 KG,15840,0,5,150,4800,16,990.0,30.0,3,Low,1
1462,2022-03-08,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,4,40,6300,65250,10,1590.0,157.5,3,Medium,1
1462,2022-03-08,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,4,40,5310,90000,10,2118.0,132.75,3,Medium,1
1463,2022-03-08,3449,JAN'S DAILY,TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,5,50,4500,75000,10,1590.0,90.0,3,Medium,1
1464,2022-03-08,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1464,2022-03-08,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1465,2022-03-08,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1465,2022-03-08,2206,INSAF SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1466,2022-03-08,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,26650,0,8,0,3280,72,370.1388888888889,0.0,3,Low,0
1466,2022-03-08,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100,80,350.0,0.0,3,Low,0
1467,2022-03-08,9921,RORYAN,FOOD STREET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050,80,350.0,0.0,3,Low,0
1468,2022-03-08,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1468,2022-03-08,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,3,Low,0
1469,2022-03-08,9336,LALAZAR G/S,LALAZAR MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,3,Low,0
1469,2022-03-08,9336,LALAZAR G/S,LALAZAR MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305,72,392.7083333333333,0.0,3,Low,0
1470,2022-03-08,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100,80,350.0,0.0,3,Low,0
1471,2022-03-08,2015,AD STORE,Colonel Sher Khan Market,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1471,2022-03-08,2015,AD STORE,Colonel Sher Khan Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,4,0,1740,72,392.7083333333333,0.0,3,Low,0
1472,2022-03-08,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1472,2022-03-08,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1473,2022-03-08,2117,SHAH SUPER STORE,ZAHID MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,4,0,1460,72,329.5138888888889,0.0,3,Low,0
1473,2022-03-08,2117,SHAH SUPER STORE,ZAHID MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640,72,370.1388888888889,0.0,3,Low,0
1474,2022-03-08,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1474,2022-03-08,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,354,6000,10,2118.0,118.0,3,Low,1
1475,2022-03-08,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1475,2022-03-08,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,118,2000,10,2118.0,118.0,3,Low,1
1476,2022-03-08,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900,10,1590.0,140.0,3,Low,1
1476,2022-03-08,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800,10,2118.0,218.0,3,Low,1
1477,2022-03-08,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000,10,1590.0,90.0,3,Low,1
1477,2022-03-08,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060,10,2118.0,88.0,3,Low,1
1478,2022-03-09,9965,RAINBOW STORE,TOWN,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,3,Low,0
1478,2022-03-09,9965,RAINBOW STORE,TOWN,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050,80,350.0,0.0,3,Low,0
1479,2022-03-09,2388,BABA GENERAL STORE,JAVED TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000,10,1590.0,90.0,3,Low,1
1479,2022-03-09,2388,BABA GENERAL STORE,JAVED TOWN,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030,10,2118.0,88.0,3,Low,1
1479,2022-03-09,2388,BABA GENERAL STORE,JAVED TOWN,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960,16,990.0,30.0,3,Low,1
1480,2022-03-09,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1480,2022-03-09,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,354,6000,10,2118.0,118.0,3,Low,1
1481,2022-03-09,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000,10,1590.0,90.0,3,Low,1
1481,2022-03-09,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000,10,2118.0,118.0,3,Low,1
1482,2022-03-09,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900,10,1590.0,140.0,3,Low,1
1482,2022-03-09,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800,10,2118.0,218.0,3,Low,1
1483,2022-03-09,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1483,2022-03-09,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030,10,2118.0,88.0,3,Low,1
1484,2022-03-10,2136,MOHMAND G/S,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305,72,392.7083333333333,0.0,3,Low,0
1485,2022-03-10,2110,ATTIQ MEDICOS,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,3,Low,0
1486,2022-03-10,9266,CONTINANTAL,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,3,Low,0
1486,2022-03-10,9266,CONTINANTAL,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1487,2022-03-10,2268,QARI AYAZ,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,3,Low,0
1487,2022-03-10,2268,QARI AYAZ,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,3,Low,0
1487,2022-03-10,2268,QARI AYAZ,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1487,2022-03-10,2268,QARI AYAZ,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305,72,392.7083333333333,0.0,3,Low,0
1488,2022-03-10,2009,HIDAYAT G/S,Rohela Market,1758,DEEN'S CHEDDAR 200GM,23725,0,1,0,365,72,329.5138888888889,0.0,3,Low,0
1488,2022-03-10,2009,HIDAYAT G/S,Rohela Market,1760,DEEN'S MOZARELLA 200GM,26650,0,1,0,410,72,370.1388888888889,0.0,3,Low,0
1488,2022-03-10,2009,HIDAYAT G/S,Rohela Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,1,0,350,80,350.0,0.0,3,Low,0
1488,2022-03-10,2009,HIDAYAT G/S,Rohela Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,3,Low,0
1489,2022-03-10,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,208,1382,10,1590.0,208.0,3,Low,1
1489,2022-03-10,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,0,2118,10,2118.0,0.0,3,Low,0
1490,2022-03-10,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,716,2464,10,1590.0,358.0,3,Low,1
1490,2022-03-10,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,0,4236,10,2118.0,0.0,3,Low,0
1491,2022-03-10,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,624,4146,10,1590.0,208.0,3,Low,1
1491,2022-03-10,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,0,6354,10,2118.0,0.0,3,Low,0
1492,2022-03-10,2323,AZIZ TD,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,6,0,9540,10,1590.0,0.0,3,Low,0
1492,2022-03-10,2323,AZIZ TD,SITARA MARKET,1772,DEEN SLICE CHEESE 1 KG,15840,0,6,720,5220,16,990.0,120.0,3,Low,1
1493,2022-03-10,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,0,1590,10,1590.0,0.0,3,Low,0
1493,2022-03-10,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,208,1910,10,2118.0,208.0,3,Low,1
1494,2022-03-11,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,6,60,9100,94250,10,1590.0,151.66666666666666,3,Medium,1
1494,2022-03-11,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,5,50,5900,100000,10,2118.0,118.0,3,Medium,1
1495,2022-03-11,2313,YOUNAS GENERAL STORE,GUL BERG 2,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,8,720,12000,10,1590.0,90.0,3,Low,1
1496,2022-03-11,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1496,2022-03-11,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090,10,2118.0,88.0,3,Low,1
1497,2022-03-11,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,26650,0,12,246,4674,72,370.1388888888889,20.5,3,Low,1
1497,2022-03-11,2063,QURESHI G/S,Saddar Cantt Peshawar,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,105,1995,80,350.0,17.5,3,Low,1
1498,2022-03-11,9426,SULAIMAN BAKAR,QUAID ABAD,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,3,Low,0
1498,2022-03-11,9426,SULAIMAN BAKAR,QUAID ABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,3,Low,0
1498,2022-03-11,9426,SULAIMAN BAKAR,QUAID ABAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,3,0,1305,72,392.7083333333333,0.0,3,Low,0
1498,2022-03-11,9426,SULAIMAN BAKAR,QUAID ABAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050,80,350.0,0.0,3,Low,0
1498,2022-03-11,9426,SULAIMAN BAKAR,QUAID ABAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000,10,1590.0,90.0,3,Low,1
1499,2022-03-11,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500,10,1590.0,90.0,3,Low,1
1499,2022-03-11,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,354,6000,10,2118.0,118.0,3,Low,1
1500,2022-03-11,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000,10,1590.0,90.0,3,Low,1
1500,2022-03-11,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,236,4000,10,2118.0,118.0,3,Low,1
1501,2022-03-11,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,280,2900,10,1590.0,140.0,3,Low,1
1501,2022-03-11,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,436,3800,10,2118.0,218.0,3,Low,1
1502,2022-03-12,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1502,2022-03-12,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,3,Low,0
1502,2022-03-12,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1503,2022-03-12,6511,USMAN GENERAL STORE,FAQERA ABAD,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,60,1920,16,990.0,30.0,3,Low,1
1504,2022-03-12,2085,JAN'S PHARMACY,FAQERA ABAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1505,2022-03-12,2077,USAMA STORE,Gul Bahar,1760,DEEN'S MOZARELLA 200GM,26650,0,6,123,2337,72,370.1388888888889,20.5,3,Low,1
1506,2022-03-12,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,6,540,9000,10,1590.0,90.0,3,Low,1
1506,2022-03-12,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,6,708,12000,10,2118.0,118.0,3,Low,1
1507,2022-03-12,9024,AL MAIDA 2,PHASE 4,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,360,6000,10,1590.0,90.0,3,Low,1
1507,2022-03-12,9024,AL MAIDA 2,PHASE 4,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,472,8000,10,2118.0,118.0,3,Low,1
1508,2022-03-12,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,560,5800,10,1590.0,140.0,3,Low,1
1508,2022-03-12,6510,CHICKEN FIRE,ABU SUFIYAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,872,7600,10,2118.0,218.0,3,Low,1
1509,2022-03-12,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,6,540,9000,10,1590.0,90.0,3,Low,1
1509,2022-03-12,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,6,528,12180,10,2118.0,88.0,3,Low,1
1510,2022-03-14,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,12,210,3990,80,350.0,17.5,3,Low,1
1511,2022-03-14,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,3,Low,0
1511,2022-03-14,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,3,Low,0
1511,2022-03-14,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,3,Low,0
1512,2022-03-14,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500,10,1590.0,90.0,3,Low,1
1513,2022-03-14,2019,MANSOOR G/S,Defence Market,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,3,Low,0
1513,2022-03-14,2019,MANSOOR G/S,Defence Market,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1512,2022-03-14,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960,16,990.0,30.0,3,Low,1
1514,2022-03-14,9373,BANGASH G/S,DEFENCE,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,3,Low,0
1514,2022-03-14,9373,BANGASH G/S,DEFENCE,1760,DEEN'S MOZARELLA 200GM,26650,0,1,0,410,72,370.1388888888889,0.0,3,Low,0
1514,2022-03-14,9373,BANGASH G/S,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,3,Low,0
1515,2022-03-14,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640,72,370.1388888888889,0.0,3,Low,0
1515,2022-03-14,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,3,Low,0
